1833,Mar 20,8:20 pm LMT,Jun 21,5:25 pm LMT,Sep 23,7:21 am LMT,Dec 22,12:42 am LMT
1834,Mar 21,2:13 am LMT,Jun 21,11:20 pm LMT,Sep 23,1:15 pm LMT,Dec 22,6:39 am LMT
1835,Mar 21,8:04 am LMT,Jun 22,5:03 am LMT,Sep 23,6:58 pm LMT,Dec 22,12:27 pm LMT
1836,Mar 20,1:48 pm LMT,Jun 21,10:50 am LMT,Sep 23,12:47 am LMT,Dec 21,6:11 pm LMT
1837,Mar 20,7:32 pm LMT,Jun 21,4:46 pm LMT,Sep 23,6:40 am LMT,Dec 22,12:02 am LMT
1838,Mar 21,1:25 am LMT,Jun 21,10:27 pm LMT,Sep 23,12:16 pm LMT,Dec 22,5:42 am LMT
1839,Mar 21,7:08 am LMT,Jun 22,4:09 am LMT,Sep 23,6:08 pm LMT,Dec 22,11:31 am LMT
1840,Mar 20,12:49 pm LMT,Jun 21,9:56 am LMT,Sep 23,12:01 am LMT,Dec 21,5:21 pm LMT
1841,Mar 20,6:37 pm LMT,Jun 21,3:42 pm LMT,Sep 23,5:42 am LMT,Dec 21,11:04 pm LMT
1842,Mar 21,12:22 am LMT,Jun 21,9:31 pm LMT,Sep 23,11:34 am LMT,Dec 22,5:04 am LMT
1843,Mar 21,6:13 am LMT,Jun 22,3:11 am LMT,Sep 23,5:18 pm LMT,Dec 22,10:56 am LMT
1844,Mar 20,12:02 pm LMT,Jun 21,8:55 am LMT,Sep 22,11:06 pm LMT,Dec 21,4:40 pm LMT
1845,Mar 20,5:52 pm LMT,Jun 21,2:51 pm LMT,Sep 23,5:02 am LMT,Dec 21,10:35 pm LMT
1846,Mar 20,11:54 pm LMT,Jun 21,8:39 pm LMT,Sep 23,10:40 am LMT,Dec 22,4:21 am LMT
1847,Mar 21,5:41 am LMT,Jun 22,2:27 am LMT,Sep 23,4:31 pm LMT,Dec 22,10:14 am LMT
1848,Mar 20,11:26 am LMT,Jun 21,8:23 am LMT,Sep 22,10:29 pm LMT,Dec 21,4:08 pm LMT
1849,Mar 20,5:21 pm LMT,Jun 21,2:16 pm LMT,Sep 23,4:12 am LMT,Dec 21,9:49 pm LMT
1850,Mar 20,11:10 pm LMT,Jun 21,8:07 pm LMT,Sep 23,10:09 am LMT,Dec 22,3:46 am LMT
1851,Mar 21,5:03 am LMT,Jun 22,1:51 am LMT,Sep 23,3:59 pm LMT,Dec 22,9:37 am LMT
1852,Mar 20,10:50 am LMT,Jun 21,7:37 am LMT,Sep 22,9:49 pm LMT,Dec 21,3:21 pm LMT
1853,Mar 20,4:33 pm LMT,Jun 21,1:31 pm LMT,Sep 23,3:45 am LMT,Dec 21,9:19 pm LMT
1854,Mar 20,10:28 pm LMT,Jun 21,7:16 pm LMT,Sep 23,9:20 am LMT,Dec 22,3:07 am LMT
1855,Mar 21,4:14 am LMT,Jun 22,12:56 am LMT,Sep 23,3:07 pm LMT,Dec 22,8:56 am LMT
1856,Mar 20,9:58 am LMT,Jun 21,6:44 am LMT,Sep 22,9:02 pm LMT,Dec 21,2:47 pm LMT
1857,Mar 20,3:54 pm LMT,Jun 21,12:34 pm LMT,Sep 23,2:41 am LMT,Dec 21,8:24 pm LMT
1858,Mar 20,9:41 pm LMT,Jun 21,6:21 pm LMT,Sep 23,8:31 am LMT,Dec 22,2:18 am LMT
1859,Mar 21,3:27 am LMT,Jun 22,12:04 am LMT,Sep 23,2:16 pm LMT,Dec 22,8:09 am LMT
1860,Mar 20,9:13 am LMT,Jun 21,5:51 am LMT,Sep 22,8:01 pm LMT,Dec 21,1:50 pm LMT
1861,Mar 20,2:55 pm LMT,Jun 21,11:42 am LMT,Sep 23,1:55 am LMT,Dec 21,7:42 pm LMT
1862,Mar 20,8:51 pm LMT,Jun 21,5:28 pm LMT,Sep 23,7:35 am LMT,Dec 22,1:27 am LMT
1863,Mar 21,2:39 am LMT,Jun 21,11:11 pm LMT,Sep 23,1:25 pm LMT,Dec 22,7:15 am LMT
1864,Mar 20,8:19 am LMT,Jun 21,5:00 am LMT,Sep 22,7:25 pm LMT,Dec 21,1:12 pm LMT
1865,Mar 20,2:15 pm LMT,Jun 21,10:55 am LMT,Sep 23,1:08 am LMT,Dec 21,6:58 pm LMT
1866,Mar 20,8:03 pm LMT,Jun 21,4:43 pm LMT,Sep 23,6:59 am LMT,Dec 22,12:58 am LMT
1867,Mar 21,1:55 am LMT,Jun 21,10:28 pm LMT,Sep 23,12:51 pm LMT,Dec 22,6:56 am LMT
1868,Mar 20,7:52 am LMT,Jun 21,4:19 am LMT,Sep 22,6:40 pm LMT,Dec 21,12:37 pm LMT
1869,Mar 20,1:41 pm LMT,Jun 21,10:13 am LMT,Sep 23,12:37 am LMT,Dec 21,6:32 pm LMT
1870,Mar 20,7:41 pm LMT,Jun 21,4:05 pm LMT,Sep 23,6:18 am LMT,Dec 22,12:22 am LMT
1871,Mar 21,1:28 am LMT,Jun 21,9:51 pm LMT,Sep 23,12:05 pm LMT,Dec 22,6:08 am LMT
1872,Mar 20,7:06 am LMT,Jun 21,3:41 am LMT,Sep 22,6:02 pm LMT,Dec 21,12:02 pm LMT
1873,Mar 20,1:01 pm LMT,Jun 21,9:34 am LMT,Sep 22,11:44 pm LMT,Dec 21,5:41 pm LMT
1874,Mar 20,6:47 pm LMT,Jun 21,3:16 pm LMT,Sep 23,5:32 am LMT,Dec 21,11:31 pm LMT
1875,Mar 21,12:30 am LMT,Jun 21,8:56 pm LMT,Sep 23,11:24 am LMT,Dec 22,5:25 am LMT
1876,Mar 20,6:19 am LMT,Jun 21,2:41 am LMT,Sep 22,5:08 pm LMT,Dec 21,11:03 am LMT
1877,Mar 20,11:57 am LMT,Jun 21,8:27 am LMT,Sep 22,10:57 pm LMT,Dec 21,4:59 pm LMT
1878,Mar 20,5:51 pm LMT,Jun 21,2:13 pm LMT,Sep 23,4:35 am LMT,Dec 21,10:50 pm LMT
1879,Mar 20,11:41 pm LMT,Jun 21,7:53 pm LMT,Sep 23,10:18 am LMT,Dec 22,4:33 am LMT
1880,Mar 20,5:22 am LMT,Jun 21,1:40 am LMT,Sep 22,4:15 pm LMT,Dec 21,10:27 am LMT
1881,Mar 20,11:23 am LMT,Jun 21,7:37 am LMT,Sep 22,9:59 pm LMT,Dec 21,4:09 pm LMT
1882,Mar 20,5:14 pm LMT,Jun 21,1:25 pm LMT,Sep 23,3:46 am LMT,Dec 21,10:02 pm LMT
1883,Mar 20,10:59 pm LMT,Jun 21,7:12 pm LMT,Sep 23,9:41 am LMT,Dec 22,4:01 am LMT
1884,Mar 20,4:53 am LMT,Jun 21,1:08 am LMT,Sep 22,3:30 pm LMT,Dec 21,9:42 am LMT
1885,Mar 20,10:38 am LMT,Jun 21,7:00 am LMT,Sep 22,9:25 pm LMT,Dec 21,3:36 pm LMT
1886,Mar 20,4:35 pm LMT,Jun 21,12:50 pm LMT,Sep 23,3:13 am LMT,Dec 21,9:29 pm LMT
1887,Mar 20,10:27 pm LMT,Jun 21,6:36 pm LMT,Sep 23,9:03 am LMT,Dec 22,3:14 am LMT
1888,Mar 20,4:05 am LMT,Jun 21,12:23 am LMT,Sep 22,3:03 pm LMT,Dec 21,9:12 am LMT
1889,Mar 20,10:00 am LMT,Jun 21,6:19 am LMT,Sep 22,8:47 pm LMT,Dec 21,3:01 pm LMT
1890,Mar 20,3:50 pm LMT,Jun 21,12:03 pm LMT,Sep 23,2:31 am LMT,Dec 21,8:54 pm LMT
1891,Mar 20,9:34 pm PMT,Jun 21,5:41 pm PMT,Sep 23,8:23 am PMT,Dec 22,2:49 am PMT
1892,Mar 20,3:31 am PMT,Jun 20,11:32 pm PMT,Sep 22,2:08 pm PMT,Dec 21,8:28 am PMT
1893,Mar 20,9:17 am PMT,Jun 21,5:19 am PMT,Sep 22,7:55 pm PMT,Dec 21,2:16 pm PMT
1894,Mar 20,3:08 pm PMT,Jun 21,11:06 am PMT,Sep 23,1:36 am PMT,Dec 21,8:07 pm PMT
1895,Mar 20,8:58 pm PMT,Jun 21,4:53 pm PMT,Sep 23,7:19 am PMT,Dec 22,1:48 am PMT
1896,Mar 20,2:32 am PMT,Jun 20,10:37 pm PMT,Sep 22,1:12 pm PMT,Dec 21,7:38 am PMT
1897,Mar 20,8:25 am PMT,Jun 21,4:32 am PMT,Sep 22,6:58 pm PMT,Dec 21,1:22 pm PMT
1898,Mar 20,2:15 pm PMT,Jun 21,10:16 am PMT,Sep 23,12:43 am PMT,Dec 21,7:08 pm PMT
1899,Mar 20,7:55 pm PMT,Jun 21,3:54 pm PMT,Sep 23,6:39 am PMT,Dec 22,1:05 am PMT
1900,Mar 21,1:48 am PMT,Jun 21,9:49 pm PMT,Sep 23,12:29 pm PMT,Dec 22,6:50 am PMT
1901,Mar 21,7:33 am PMT,Jun 22,3:37 am PMT,Sep 23,6:18 pm PMT,Dec 22,12:45 pm PMT
1902,Mar 21,1:25 pm PMT,Jun 22,9:24 am PMT,Sep 24,12:04 am PMT,Dec 22,6:44 pm PMT
1903,Mar 21,7:24 pm PMT,Jun 22,3:14 pm PMT,Sep 24,5:52 am PMT,Dec 23,12:29 am PMT
1904,Mar 21,1:07 am PMT,Jun 21,9:00 pm PMT,Sep 23,11:49 am PMT,Dec 22,6:23 am PMT
1905,Mar 21,7:06 am PMT,Jun 22,3:00 am PMT,Sep 23,5:39 pm PMT,Dec 22,12:13 pm PMT
1906,Mar 21,1:02 pm PMT,Jun 22,8:51 am PMT,Sep 23,11:24 pm PMT,Dec 22,6:02 pm PMT
1907,Mar 21,6:42 pm PMT,Jun 22,2:32 pm PMT,Sep 24,5:18 am PMT,Dec 23,12:00 midnight PMT
1908,Mar 21,12:36 am PMT,Jun 21,8:28 pm PMT,Sep 23,11:07 am PMT,Dec 22,5:42 am PMT
1909,Mar 21,6:22 am PMT,Jun 22,2:14 am PMT,Sep 23,4:53 pm PMT,Dec 22,11:29 am PMT
1910,Mar 21,12:12 pm PMT,Jun 22,7:58 am PMT,Sep 23,10:39 pm PMT,Dec 22,5:21 pm PMT
1911,Mar 21,5:54 pm WET,Jun 22,1:35 pm WET,Sep 24,4:17 am WET,Dec 22,10:53 pm WET
1912,Mar 20,11:29 pm WET,Jun 21,7:16 pm WET,Sep 23,10:08 am WET,Dec 22,4:44 am WET
1913,Mar 21,5:17 am WET,Jun 22,1:09 am WET,Sep 23,3:52 pm WET,Dec 22,10:34 am WET
1914,Mar 21,11:10 am WET,Jun 22,6:54 am WET,Sep 23,9:33 pm WET,Dec 22,4:22 pm WET
1915,Mar 21,4:51 pm WET,Jun 22,12:29 pm WET,Sep 24,3:23 am WET,Dec 22,10:15 pm WET
1916,Mar 20,10:46 pm WET,Jun 21,7:24 pm WEST,Sep 23,10:14 am WEST,Dec 22,3:58 am WET
1917,Mar 21,4:37 am WET,Jun 22,1:14 am WEST,Sep 23,4:00 pm WEST,Dec 22,9:45 am WET
1918,Mar 21,11:25 am WEST,Jun 22,6:59 am WEST,Sep 23,9:45 pm WEST,Dec 22,3:41 pm WET
1919,Mar 21,5:19 pm WEST,Jun 22,12:53 pm WEST,Sep 24,3:35 am WEST,Dec 22,9:27 pm WET
1920,Mar 20,10:59 pm WEST,Jun 21,6:39 pm WEST,Sep 23,9:27 am WEST,Dec 22,3:16 am WET
1921,Mar 21,4:50 am WEST,Jun 22,12:35 am WEST,Sep 23,3:19 pm WEST,Dec 22,9:07 am WET
1922,Mar 21,9:48 am WET,Jun 22,6:26 am WEST,Sep 23,9:09 pm WEST,Dec 22,2:56 pm WET
1923,Mar 21,3:28 pm WET,Jun 22,12:02 pm WEST,Sep 24,3:03 am WEST,Dec 22,8:53 pm WET
1924,Mar 20,9:20 pm WET,Jun 21,5:59 pm WEST,Sep 23,8:58 am WEST,Dec 22,2:45 am WET
1925,Mar 21,3:12 am WET,Jun 21,11:49 pm WEST,Sep 23,2:43 pm WEST,Dec 22,8:36 am WET
1926,Mar 21,9:01 am WET,Jun 22,5:29 am WEST,Sep 23,8:26 pm WEST,Dec 22,2:33 pm WET
1927,Mar 21,2:59 pm WET,Jun 22,11:22 am WEST,Sep 24,2:16 am WEST,Dec 22,8:18 pm WET
1928,Mar 20,8:44 pm WET,Jun 21,5:06 pm WEST,Sep 23,8:05 am WEST,Dec 22,2:03 am WET
1929,Mar 21,2:34 am WET,Jun 21,11:00 pm WEST,Sep 23,1:52 pm WEST,Dec 22,7:52 am WET
1930,Mar 21,8:29 am WET,Jun 22,4:52 am WEST,Sep 23,7:35 pm WEST,Dec 22,1:39 pm WET
1931,Mar 21,2:06 pm WET,Jun 22,10:28 am WEST,Sep 24,1:23 am WEST,Dec 22,7:29 pm WET
1932,Mar 20,7:53 pm WET,Jun 21,4:22 pm WEST,Sep 23,7:15 am WEST,Dec 22,1:14 am WET
1933,Mar 21,1:42 am WET,Jun 21,10:11 pm WEST,Sep 23,1:01 pm WEST,Dec 22,6:57 am WET
1934,Mar 21,7:27 am WET,Jun 22,3:47 am WEST,Sep 23,6:44 pm WEST,Dec 22,12:49 pm WET
1935,Mar 21,1:17 pm WET,Jun 22,9:37 am WEST,Sep 24,12:38 am WEST,Dec 22,6:37 pm WET
1936,Mar 20,6:57 pm WET,Jun 21,3:21 pm WEST,Sep 23,6:25 am WEST,Dec 22,12:26 am WET
1937,Mar 21,12:44 am WET,Jun 21,9:11 pm WEST,Sep 23,12:12 pm WEST,Dec 22,6:21 am WET
1938,Mar 21,6:43 am WET,Jun 22,3:03 am WEST,Sep 23,5:59 pm WEST,Dec 22,12:13 pm WET
1939,Mar 21,12:28 pm WET,Jun 22,8:39 am WEST,Sep 23,11:49 pm WEST,Dec 22,6:05 pm WET
1940,Mar 20,7:23 pm WEST,Jun 21,3:36 pm CEST,Sep 23,6:45 am CEST,Dec 22,1:54 am CEST
1941,Mar 21,2:20 am CEST,Jun 21,9:33 pm CEST,Sep 23,12:32 pm CEST,Dec 22,7:44 am CEST
1942,Mar 21,8:10 am CEST,Jun 22,3:16 am CEST,Sep 23,6:16 pm CEST,Dec 22,12:39 pm CET
1943,Mar 21,1:02 pm CET,Jun 22,9:12 am CEST,Sep 24,12:11 am CEST,Dec 22,6:29 pm CET
1944,Mar 20,6:48 pm CET,Jun 21,3:02 pm CEST,Sep 23,6:01 am WEMT,Dec 22,12:14 am WEST
1945,Mar 21,12:37 am WEST,Jun 21,8:52 pm WEMT,Sep 23,10:49 am CET,Dec 22,6:03 am CET
1946,Mar 21,6:32 am CET,Jun 22,1:44 am CET,Sep 23,4:40 pm CET,Dec 22,11:53 am CET
1947,Mar 21,12:12 pm CET,Jun 22,7:18 am CET,Sep 23,10:28 pm CET,Dec 22,5:42 pm CET
1948,Mar 20,5:56 pm CET,Jun 21,1:10 pm CET,Sep 23,4:21 am CET,Dec 21,11:33 pm CET
1949,Mar 20,11:47 pm CET,Jun 21,7:02 pm CET,Sep 23,10:05 am CET,Dec 22,5:22 am CET
1950,Mar 21,5:35 am CET,Jun 22,12:35 am CET,Sep 23,3:43 pm CET,Dec 22,11:13 am CET
1951,Mar 21,11:25 am CET,Jun 22,6:24 am CET,Sep 23,9:36 pm CET,Dec 22,5:00 pm CET
1952,Mar 20,5:13 pm CET,Jun 21,12:12 pm CET,Sep 23,3:23 am CET,Dec 21,10:43 pm CET
1953,Mar 20,11:00 pm CET,Jun 21,5:59 pm CET,Sep 23,9:05 am CET,Dec 22,4:31 am CET
1954,Mar 21,4:53 am CET,Jun 21,11:54 pm CET,Sep 23,2:55 pm CET,Dec 22,10:24 am CET
1955,Mar 21,10:35 am CET,Jun 22,5:31 am CET,Sep 23,8:40 pm CET,Dec 22,4:10 pm CET
1956,Mar 20,4:20 pm CET,Jun 21,11:23 am CET,Sep 23,2:34 am CET,Dec 21,9:59 pm CET
1957,Mar 20,10:16 pm CET,Jun 21,5:20 pm CET,Sep 23,8:26 am CET,Dec 22,3:48 am CET
1958,Mar 21,4:05 am CET,Jun 21,10:56 pm CET,Sep 23,2:08 pm CET,Dec 22,9:39 am CET
1959,Mar 21,9:54 am CET,Jun 22,4:49 am CET,Sep 23,8:08 pm CET,Dec 22,3:34 pm CET
1960,Mar 20,3:42 pm CET,Jun 21,10:42 am CET,Sep 23,1:58 am CET,Dec 21,9:25 pm CET
1961,Mar 20,9:31 pm CET,Jun 21,4:30 pm CET,Sep 23,7:42 am CET,Dec 22,3:19 am CET
1962,Mar 21,3:29 am CET,Jun 21,10:24 pm CET,Sep 23,1:35 pm CET,Dec 22,9:15 am CET
1963,Mar 21,9:19 am CET,Jun 22,4:04 am CET,Sep 23,7:23 pm CET,Dec 22,3:01 pm CET
1964,Mar 20,3:09 pm CET,Jun 21,9:56 am CET,Sep 23,1:16 am CET,Dec 21,8:49 pm CET
1965,Mar 20,9:04 pm CET,Jun 21,3:55 pm CET,Sep 23,7:05 am CET,Dec 22,2:40 am CET
1966,Mar 21,2:52 am CET,Jun 21,9:33 pm CET,Sep 23,12:43 pm CET,Dec 22,8:28 am CET
1967,Mar 21,8:36 am CET,Jun 22,3:22 am CET,Sep 23,6:37 pm CET,Dec 22,2:16 pm CET
1968,Mar 20,2:21 pm CET,Jun 21,9:13 am CET,Sep 23,12:26 am CET,Dec 21,7:59 pm CET
1969,Mar 20,8:08 pm CET,Jun 21,2:55 pm CET,Sep 23,6:06 am CET,Dec 22,1:43 am CET
1970,Mar 21,1:56 am CET,Jun 21,8:42 pm CET,Sep 23,11:58 am CET,Dec 22,7:35 am CET
1971,Mar 21,7:38 am CET,Jun 22,2:19 am CET,Sep 23,5:45 pm CET,Dec 22,1:23 pm CET
1972,Mar 20,1:21 pm CET,Jun 21,8:06 am CET,Sep 22,11:32 pm CET,Dec 21,7:12 pm CET
1973,Mar 20,7:12 pm CET,Jun 21,2:00 pm CET,Sep 23,5:21 am CET,Dec 22,1:07 am CET
1974,Mar 21,1:06 am CET,Jun 21,7:37 pm CET,Sep 23,10:58 am CET,Dec 22,6:55 am CET
1975,Mar 21,6:56 am CET,Jun 22,1:26 am CET,Sep 23,4:55 pm CET,Dec 22,12:45 pm CET
1976,Mar 20,12:49 pm CET,Jun 21,8:24 am CEST,Sep 22,11:48 pm CEST,Dec 21,6:35 pm CET
1977,Mar 20,6:42 pm CET,Jun 21,2:13 pm CEST,Sep 23,5:29 am CEST,Dec 22,12:23 am CET
1978,Mar 21,12:33 am CET,Jun 21,8:09 pm CEST,Sep 23,11:25 am CEST,Dec 22,6:20 am CET
1979,Mar 21,6:22 am CET,Jun 22,1:56 am CEST,Sep 23,5:16 pm CEST,Dec 22,12:09 pm CET
1980,Mar 20,12:09 pm CET,Jun 21,7:47 am CEST,Sep 22,11:08 pm CEST,Dec 21,5:56 pm CET
1981,Mar 20,6:02 pm CET,Jun 21,1:44 pm CEST,Sep 23,5:05 am CEST,Dec 21,11:50 pm CET
1982,Mar 20,11:55 pm CET,Jun 21,7:22 pm CEST,Sep 23,10:46 am CEST,Dec 22,5:38 am CET
1983,Mar 21,5:38 am CET,Jun 22,1:08 am CEST,Sep 23,4:41 pm CEST,Dec 22,11:29 am CET
1984,Mar 20,11:24 am CET,Jun 21,7:02 am CEST,Sep 22,10:32 pm CEST,Dec 21,5:22 pm CET
1985,Mar 20,5:13 pm CET,Jun 21,12:44 pm CEST,Sep 23,4:07 am CEST,Dec 21,11:07 pm CET
1986,Mar 20,11:02 pm CET,Jun 21,6:29 pm CEST,Sep 23,9:58 am CEST,Dec 22,5:02 am CET
1987,Mar 21,4:51 am CET,Jun 22,12:10 am CEST,Sep 23,3:45 pm CEST,Dec 22,10:45 am CET
1988,Mar 20,10:38 am CET,Jun 21,5:56 am CEST,Sep 22,9:28 pm CEST,Dec 21,4:27 pm CET
1989,Mar 20,4:28 pm CET,Jun 21,11:53 am CEST,Sep 23,3:19 am CEST,Dec 21,10:22 pm CET
1990,Mar 20,10:19 pm CET,Jun 21,5:32 pm CEST,Sep 23,8:55 am CEST,Dec 22,4:06 am CET
1991,Mar 21,4:01 am CET,Jun 21,11:18 pm CEST,Sep 23,2:47 pm CEST,Dec 22,9:53 am CET
1992,Mar 20,9:47 am CET,Jun 21,5:14 am CEST,Sep 22,8:42 pm CEST,Dec 21,3:43 pm CET
1993,Mar 20,3:40 pm CET,Jun 21,10:59 am CEST,Sep 23,2:22 am CEST,Dec 21,9:25 pm CET
1994,Mar 20,9:27 pm CET,Jun 21,4:47 pm CEST,Sep 23,8:19 am CEST,Dec 22,3:22 am CET
1995,Mar 21,3:14 am CET,Jun 21,10:34 pm CEST,Sep 23,2:13 pm CEST,Dec 22,9:16 am CET
1996,Mar 20,9:03 am CET,Jun 21,4:23 am CEST,Sep 22,8:00 pm CEST,Dec 21,3:05 pm CET
1997,Mar 20,2:54 pm CET,Jun 21,10:19 am CEST,Sep 23,1:55 am CEST,Dec 21,9:07 pm CET
1998,Mar 20,8:54 pm CET,Jun 21,4:02 pm CEST,Sep 23,7:37 am CEST,Dec 22,2:56 am CET
1999,Mar 21,2:45 am CET,Jun 21,9:49 pm CEST,Sep 23,1:31 pm CEST,Dec 22,8:43 am CET
2000,Mar 20,8:35 am CET,Jun 21,3:47 am CEST,Sep 22,7:27 pm CEST,Dec 21,2:37 pm CET
2001,Mar 20,2:30 pm CET,Jun 21,9:37 am CEST,Sep 23,1:04 am CEST,Dec 21,8:21 pm CET
2002,Mar 20,8:16 pm CET,Jun 21,3:24 pm CEST,Sep 23,6:55 am CEST,Dec 22,2:14 am CET
2003,Mar 21,1:59 am CET,Jun 21,9:10 pm CEST,Sep 23,12:46 pm CEST,Dec 22,8:03 am CET
2004,Mar 20,7:48 am CET,Jun 21,2:56 am CEST,Sep 22,6:29 pm CEST,Dec 21,1:41 pm CET
2005,Mar 20,1:33 pm CET,Jun 21,8:46 am CEST,Sep 23,12:23 am CEST,Dec 21,7:34 pm CET
2006,Mar 20,7:25 pm CET,Jun 21,2:25 pm CEST,Sep 23,6:03 am CEST,Dec 22,1:22 am CET
2007,Mar 21,1:07 am CET,Jun 21,8:06 pm CEST,Sep 23,11:51 am CEST,Dec 22,7:07 am CET
2008,Mar 20,6:48 am CET,Jun 21,1:59 am CEST,Sep 22,5:44 pm CEST,Dec 21,1:03 pm CET
2009,Mar 20,12:43 pm CET,Jun 21,7:45 am CEST,Sep 22,11:18 pm CEST,Dec 21,6:46 pm CET
2010,Mar 20,6:32 pm CET,Jun 21,1:28 pm CEST,Sep 23,5:08 am CEST,Dec 22,12:38 am CET
